MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
4,4,52.0,9439.0,0,0,3,3,3,4,2,17,2,2,0,0,5.0,5.0,1930.0,1950.0,1,1,13,14,2,0.0,2,2,1,2,2,1,2,324.0,1,0.0,588.0,912.0,1,3,1,3,912.0,336.0,0.0,1248.0,0.0,0.0,1.0,0.0,2.0,1.0,2,6.0,6,0.0,-1,5,1957.0,1,1.0,160.0,1,1,2,0.0,0.0,192.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2007.0,8,4
6,4,60.0,9600.0,0,2,3,3,3,4,2,17,2,2,0,5,4.0,2.0,1900.0,1950.0,1,1,0,12,2,0.0,2,2,0,2,1,1,1,0.0,1,0.0,1095.0,1095.0,2,1,0,4,1095.0,679.0,0.0,1774.0,1.0,0.0,2.0,0.0,4.0,2.0,2,8.0,3,0.0,-1,0,1920.0,1,3.0,779.0,1,1,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2006.0,8,4
0,3,69.5,8125.0,0,0,2,3,3,0,2,12,2,2,0,2,4.0,4.0,1971.0,1971.0,1,1,6,6,2,0.0,2,2,1,2,2,1,4,614.0,1,0.0,244.0,858.0,1,2,1,4,858.0,0.0,0.0,858.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2006.0,8,4
13,4,21.0,2217.0,0,0,3,3,3,4,2,10,2,2,4,5,4.0,4.0,1970.0,1970.0,1,1,5,5,2,0.0,2,2,1,2,2,1,4,273.0,2,273.0,0.0,546.0,1,2,1,4,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,-1,1,1970.0,2,1.0,286.0,2,2,2,238.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2009.0,8,4
13,4,21.0,1680.0,0,0,3,3,3,4,2,2,2,2,3,5,6.0,5.0,1971.0,1971.0,1,1,6,7,1,381.0,2,2,1,2,2,1,1,0.0,1,0.0,525.0,525.0,1,2,1,4,525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,-1,5,1971.0,1,1.0,264.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2010.0,8,3
1,4,51.0,6120.0,0,0,3,3,3,4,2,3,2,2,0,2,5.0,7.0,1925.0,1950.0,1,1,8,8,2,0.0,2,2,0,2,2,1,3,489.0,1,0.0,279.0,768.0,1,2,0,4,1015.0,0.0,0.0,1015.0,0.0,0.0,1.0,0.0,3.0,1.0,2,6.0,2,0.0,-1,5,1925.0,1,1.0,450.0,2,2,2,0.0,0.0,112.0,0.0,120.0,0.0,0,3,2,620.0,7.0,2006.0,8,0
1,4,50.0,5925.0,0,0,3,2,3,4,2,17,2,2,0,2,4.0,7.0,1937.0,2000.0,3,1,11,12,0,435.0,2,2,0,1,2,1,3,168.0,1,0.0,739.0,907.0,1,2,1,4,1131.0,0.0,0.0,1131.0,0.0,0.0,1.0,0.0,2.0,1.0,2,7.0,6,0.0,-1,5,1995.0,1,2.0,672.0,2,2,2,0.0,72.0,0.0,0.0,0.0,0.0,0,3,2,0.0,3.0,2007.0,8,2
13,4,21.0,1680.0,0,0,3,3,3,4,2,2,2,2,4,5,6.0,3.0,1971.0,1971.0,1,1,6,6,1,604.0,2,2,1,2,2,1,5,358.0,1,0.0,125.0,483.0,1,2,1,4,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,2,5.0,6,0.0,-1,5,1971.0,1,1.0,264.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2008.0,8,4
4,4,69.5,7920.0,0,2,2,3,3,4,2,9,0,2,0,0,6.0,7.0,1920.0,1950.0,1,1,8,8,2,0.0,2,1,1,2,2,1,1,0.0,1,0.0,319.0,319.0,1,2,1,3,1035.0,371.0,0.0,1406.0,0.0,0.0,1.0,0.0,3.0,1.0,1,6.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,0,0.0,144.0,0.0,0.0,0.0,0.0,0,3,2,0.0,3.0,2008.0,8,4
10,3,60.0,7200.0,0,0,3,3,3,4,2,12,2,2,2,2,4.0,5.0,1949.0,1950.0,1,1,3,11,2,0.0,2,2,3,-1,-1,0,0,0.0,0,0.0,0.0,0.0,5,1,0,2,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,2,6.0,6,0.0,-1,5,1956.0,1,2.0,420.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
15,4,85.0,13600.0,0,2,3,3,3,4,2,17,2,2,1,5,5.0,5.0,1900.0,1950.0,1,1,13,14,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,662.0,662.0,1,2,0,4,1422.0,915.0,0.0,2337.0,0.0,0.0,2.0,0.0,5.0,2.0,2,10.0,3,0.0,-1,5,1945.0,1,2.0,560.0,2,2,2,0.0,57.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2007.0,8,4
1,3,40.0,4280.0,0,0,3,3,3,4,2,6,2,2,0,2,5.0,6.0,1913.0,2002.0,1,1,14,12,2,0.0,2,2,2,2,2,1,2,365.0,1,0.0,75.0,440.0,1,2,0,4,694.0,0.0,0.0,694.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,1.0,3,5,1990.0,1,1.0,352.0,3,2,1,0.0,0.0,34.0,0.0,0.0,0.0,0,3,2,0.0,3.0,2007.0,8,4
1,4,60.0,9786.0,0,0,3,3,3,4,2,9,2,2,0,2,3.0,4.0,1922.0,1950.0,3,1,13,14,2,0.0,2,2,0,2,1,1,1,0.0,1,0.0,1007.0,1007.0,1,1,0,4,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,3,5,1922.0,1,1.0,210.0,2,1,1,0.0,100.0,48.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2006.0,8,4
1,3,52.0,6292.0,0,0,3,2,3,4,2,18,2,2,0,2,6.0,5.0,1930.0,1950.0,1,1,13,14,2,0.0,2,2,0,3,2,2,3,384.0,1,0.0,384.0,768.0,1,2,0,4,790.0,0.0,0.0,790.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,0.0,-1,5,1925.0,1,1.0,160.0,1,2,2,0.0,141.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2008.0,8,4
1,4,50.0,5784.0,0,0,3,3,3,4,2,17,0,2,0,2,5.0,8.0,1938.0,1996.0,1,1,8,8,2,0.0,2,2,0,1,2,1,1,0.0,1,0.0,190.0,190.0,1,3,1,3,886.0,0.0,0.0,886.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,0.0,-1,1,1938.0,1,1.0,273.0,2,2,2,144.0,20.0,80.0,0.0,0.0,0.0,0,0,2,0.0,12.0,2009.0,8,4
13,4,21.0,1680.0,0,0,3,3,3,4,2,2,2,2,3,5,6.0,5.0,1971.0,1971.0,1,1,5,5,1,236.0,2,2,1,2,2,1,1,0.0,1,0.0,672.0,672.0,1,2,1,4,672.0,546.0,0.0,1218.0,0.0,0.0,1.0,1.0,3.0,1.0,2,7.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,0,201.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2006.0,8,0
4,3,50.0,7585.0,0,0,3,3,3,4,2,7,0,2,0,0,5.0,3.0,1948.0,1950.0,1,1,8,8,2,0.0,2,2,1,1,1,2,1,0.0,1,0.0,810.0,810.0,1,1,1,3,1002.0,454.0,0.0,1456.0,1.0,1.0,1.0,0.0,4.0,1.0,2,7.0,6,1.0,2,5,1954.0,1,1.0,280.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2006.0,8,4
14,4,21.0,1533.0,0,0,3,3,3,4,2,10,2,2,3,6,5.0,7.0,1970.0,1970.0,1,1,5,5,2,0.0,2,2,1,3,2,3,6,553.0,1,0.0,77.0,630.0,1,4,1,4,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1.0,1.0,4,3.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2006.0,8,0
15,4,50.0,6000.0,0,0,3,3,3,4,2,17,2,2,1,0,5.0,4.0,1954.0,1954.0,1,1,13,14,2,0.0,2,2,1,2,2,1,1,0.0,1,0.0,811.0,811.0,1,2,1,3,811.0,576.0,0.0,1387.0,0.0,0.0,2.0,0.0,3.0,2.0,3,7.0,6,0.0,-1,3,1954.0,1,1.0,256.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,11.0,2009.0,8,4
0,3,77.0,8335.0,0,0,3,3,3,0,2,7,2,2,0,2,5.0,5.0,1954.0,1954.0,1,1,13,14,2,0.0,2,2,3,-1,-1,0,0,0.0,0,0.0,0.0,0.0,1,3,1,4,1124.0,0.0,0.0,1124.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,3,1.0,3,1,1979.0,0,0.0,0.0,-1,-1,0,0.0,36.0,190.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2006.0,8,4
0,4,60.0,6000.0,0,1,3,2,3,4,1,17,2,2,1,2,4.0,4.0,1953.0,1953.0,1,1,8,8,2,0.0,1,2,1,1,2,1,1,0.0,1,0.0,936.0,936.0,1,2,0,4,936.0,0.0,0.0,936.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,3,0.0,-1,5,1974.0,1,2.0,576.0,2,2,2,0.0,32.0,112.0,0.0,0.0,0.0,0,0,2,0.0,2.0,2009.0,8,4
10,3,60.0,8544.0,0,0,3,3,3,4,2,12,2,2,2,2,3.0,4.0,1950.0,1950.0,1,1,11,11,2,0.0,2,2,1,-1,-1,0,0,0.0,0,0.0,0.0,0.0,1,3,0,2,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,2,6.0,6,0.0,-1,5,1949.0,1,2.0,400.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,8,4
4,3,54.0,6342.0,0,0,3,3,3,4,2,19,1,2,0,0,5.0,8.0,1875.0,1996.0,1,1,12,13,2,0.0,2,3,1,2,2,1,1,0.0,1,0.0,780.0,780.0,1,3,0,4,780.0,240.0,0.0,1020.0,0.0,0.0,1.0,0.0,2.0,1.0,2,6.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,0,0.0,0.0,176.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2010.0,8,4
13,4,21.0,1680.0,0,0,3,3,3,4,2,2,2,2,3,5,6.0,5.0,1972.0,1972.0,1,1,6,6,1,297.0,2,2,1,2,2,1,1,0.0,1,0.0,483.0,483.0,1,2,1,4,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,2,5.0,6,1.0,0,1,1972.0,1,1.0,288.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2006.0,8,4
0,3,73.0,10921.0,0,0,3,1,3,4,2,7,2,2,0,2,4.0,5.0,1965.0,1965.0,3,1,6,6,1,48.0,2,2,1,2,2,1,3,520.0,1,0.0,440.0,960.0,1,2,1,2,960.0,0.0,0.0,960.0,1.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,1,1965.0,3,1.0,432.0,2,2,1,120.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2007.0,8,4
15,3,107.0,10615.0,0,0,2,2,3,0,1,17,0,0,1,5,3.0,5.0,1900.0,1970.0,1,1,6,6,2,0.0,2,2,1,1,2,2,4,440.0,1,0.0,538.0,978.0,1,2,1,4,1014.0,685.0,0.0,1699.0,1.0,0.0,2.0,0.0,3.0,2.0,2,7.0,6,0.0,-1,4,1920.0,1,2.0,420.0,1,1,2,0.0,74.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2009.0,8,0
3,3,55.0,10594.0,0,0,3,3,3,4,2,6,2,2,0,1,5.0,5.0,1926.0,1950.0,1,1,13,14,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,768.0,768.0,3,1,0,4,789.0,0.0,0.0,789.0,0.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,-1,5,1926.0,1,1.0,200.0,0,0,2,0.0,0.0,112.0,0.0,0.0,0.0,0,3,2,0.0,6.0,2007.0,8,4
4,4,55.0,8800.0,0,2,3,3,3,0,2,17,2,2,0,0,4.0,7.0,1910.0,2004.0,1,1,13,14,2,0.0,2,2,0,2,1,1,1,0.0,1,0.0,576.0,576.0,1,3,1,4,792.0,348.0,0.0,1140.0,0.0,0.0,1.0,0.0,3.0,1.0,2,7.0,3,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,0,0.0,160.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2010.0,8,4
0,4,70.0,12702.0,0,0,3,3,3,4,2,17,2,2,0,2,5.0,5.0,1956.0,1956.0,1,1,3,3,2,0.0,2,2,2,-1,-1,0,0,0.0,0,0.0,0.0,0.0,1,3,1,3,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,0.0,-1,5,1956.0,1,1.0,308.0,2,2,2,0.0,45.0,0.0,0.0,0.0,0.0,0,0,2,0.0,12.0,2008.0,8,4
0,3,70.0,10500.0,0,0,3,3,3,2,2,12,2,2,0,2,4.0,6.0,1971.0,1971.0,1,1,6,6,2,0.0,2,2,1,2,2,1,5,524.0,2,180.0,160.0,864.0,1,3,1,4,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,0.0,-1,5,1989.0,1,2.0,576.0,2,2,2,216.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2009.0,8,0
4,3,78.0,17503.0,0,0,3,3,3,4,2,12,0,2,0,0,6.0,5.0,1948.0,1950.0,1,1,12,13,2,0.0,2,2,1,2,2,1,1,0.0,1,0.0,912.0,912.0,1,2,1,4,912.0,546.0,0.0,1458.0,0.0,1.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,3,1,1948.0,1,1.0,330.0,2,2,2,192.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,1.0,2010.0,8,0
4,3,50.0,8405.0,0,0,3,3,3,4,2,7,2,2,0,0,4.0,3.0,1945.0,1950.0,1,1,14,15,2,0.0,2,2,3,-1,-1,0,0,0.0,0,0.0,0.0,0.0,5,2,0,2,1088.0,441.0,0.0,1529.0,0.0,0.0,2.0,0.0,4.0,1.0,2,9.0,4,0.0,-1,5,1945.0,1,1.0,240.0,2,2,0,92.0,0.0,185.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2009.0,8,4
1,3,67.0,5604.0,0,0,3,3,3,4,2,7,2,2,0,2,5.0,6.0,1925.0,1950.0,1,1,11,12,2,0.0,2,2,1,2,2,1,3,468.0,1,0.0,396.0,864.0,1,2,0,3,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,0.0,96.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2008.0,8,4
6,4,34.0,4571.0,0,2,3,3,3,4,2,17,2,2,0,5,5.0,5.0,1916.0,1950.0,1,1,0,0,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,624.0,624.0,1,1,0,4,624.0,720.0,0.0,1344.0,0.0,0.0,1.0,0.0,4.0,1.0,2,7.0,6,0.0,-1,5,1916.0,1,3.0,513.0,1,1,2,0.0,0.0,96.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2008.0,0,0
0,3,85.0,8500.0,0,0,3,3,3,4,2,12,2,2,0,2,5.0,3.0,1961.0,1961.0,3,1,6,6,0,203.0,2,2,1,2,2,1,3,600.0,1,0.0,635.0,1235.0,1,2,1,4,1235.0,0.0,0.0,1235.0,0.0,0.0,1.0,0.0,2.0,1.0,2,6.0,6,0.0,-1,1,1961.0,1,2.0,480.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0.0,12.0,2006.0,8,0
11,3,55.0,7892.0,0,0,3,3,3,4,2,20,2,2,4,2,6.0,5.0,1979.0,1979.0,1,1,9,10,2,0.0,2,2,1,3,2,1,1,0.0,1,0.0,918.0,918.0,1,2,1,4,918.0,0.0,0.0,918.0,0.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,1.0,2,1,1979.0,1,1.0,264.0,2,2,2,28.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2010.0,8,4
1,3,56.0,4060.0,0,0,3,3,3,0,2,7,1,2,0,2,5.0,8.0,1922.0,1950.0,1,1,13,14,2,0.0,2,2,2,1,2,1,1,0.0,1,0.0,864.0,864.0,1,4,1,4,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,96.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2009.0,8,4
1,3,69.5,7446.0,0,0,3,3,3,0,2,3,1,2,0,2,4.0,5.0,1941.0,1950.0,1,1,14,15,2,0.0,2,2,1,2,2,1,3,266.0,1,0.0,522.0,788.0,1,2,1,3,788.0,0.0,0.0,788.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,2.0,2,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0.0,4.0,2006.0,8,0
10,3,75.0,9825.0,0,0,3,3,3,4,2,7,2,2,2,2,5.0,5.0,1965.0,1965.0,3,1,1,1,2,0.0,2,2,1,-1,-1,0,0,0.0,0,0.0,0.0,0.0,1,2,0,4,1664.0,0.0,0.0,1664.0,0.0,0.0,2.0,0.0,4.0,2.0,2,8.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2010.0,8,4
1,4,60.0,8520.0,0,0,3,3,3,4,2,17,2,2,0,2,5.0,6.0,1923.0,2006.0,1,1,13,14,2,0.0,3,2,1,2,2,1,1,0.0,1,0.0,968.0,968.0,1,2,1,4,968.0,0.0,0.0,968.0,0.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,-1,5,1935.0,1,2.0,480.0,1,2,0,0.0,0.0,184.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2007.0,8,4
0,3,67.0,8877.0,0,0,3,3,3,4,1,7,2,2,0,2,4.0,6.0,1938.0,1958.0,1,1,8,8,2,0.0,2,2,1,2,2,2,5,690.0,1,0.0,126.0,816.0,1,4,1,4,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,2,3.0,6,1.0,3,5,1958.0,1,1.0,288.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2009.0,8,4
13,4,21.0,1680.0,0,0,3,3,3,4,2,2,2,2,3,5,6.0,5.0,1973.0,1973.0,1,1,6,6,1,158.0,2,2,1,2,2,1,4,330.0,1,0.0,153.0,483.0,1,2,1,4,483.0,504.0,0.0,987.0,1.0,0.0,1.0,1.0,2.0,1.0,2,5.0,6,0.0,-1,5,1973.0,1,1.0,264.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,11.0,2008.0,8,4
1,4,60.0,10800.0,0,2,3,3,3,4,2,17,2,2,0,2,4.0,7.0,1885.0,1995.0,4,1,12,13,2,0.0,2,2,0,1,2,1,1,0.0,1,0.0,641.0,641.0,1,3,1,4,1047.0,0.0,0.0,1047.0,0.0,0.0,1.0,0.0,2.0,1.0,2,6.0,6,0.0,-1,5,1954.0,1,1.0,273.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,450.0,8.0,2007.0,8,4
1,4,60.0,6911.0,0,0,3,3,3,2,2,3,1,2,0,2,5.0,5.0,1924.0,1950.0,1,1,13,14,2,0.0,2,2,2,2,2,2,2,405.0,1,0.0,740.0,1145.0,1,2,1,4,1301.0,0.0,0.0,1301.0,0.0,0.0,1.0,0.0,2.0,1.0,1,5.0,2,0.0,-1,5,1965.0,1,2.0,440.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,10.0,2009.0,8,4
7,4,60.0,7200.0,0,0,3,3,3,4,2,9,2,2,0,4,5.0,7.0,1920.0,1996.0,1,1,8,8,2,0.0,2,2,0,2,1,1,1,0.0,1,0.0,530.0,530.0,1,2,0,4,581.0,530.0,0.0,1111.0,0.0,0.0,1.0,0.0,3.0,1.0,1,6.0,6,0.0,-1,5,1935.0,1,1.0,288.0,2,2,0,0.0,0.0,144.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2007.0,8,4
10,3,70.0,9842.0,0,0,3,3,3,2,2,12,2,2,2,2,4.0,5.0,1962.0,1962.0,1,1,6,6,2,0.0,2,2,3,-1,-1,0,0,0.0,0,0.0,0.0,0.0,1,2,1,4,1224.0,0.0,0.0,1224.0,0.0,0.0,2.0,0.0,2.0,2.0,2,6.0,6,0.0,-1,4,1962.0,1,2.0,462.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2007.0,8,4
1,4,60.0,6180.0,0,0,3,3,3,0,2,3,2,2,0,2,6.0,5.0,1926.0,1950.0,1,1,13,14,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,960.0,960.0,1,2,0,4,986.0,0.0,0.0,986.0,0.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,1.0,3,5,1926.0,1,1.0,180.0,2,2,2,0.0,128.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2007.0,8,4
4,3,60.0,6000.0,0,0,3,3,3,4,2,18,2,2,0,0,5.0,5.0,1926.0,1950.0,1,1,13,14,2,0.0,2,1,0,2,2,1,1,0.0,1,0.0,1008.0,1008.0,1,4,1,4,1008.0,0.0,514.0,1522.0,0.0,0.0,2.0,0.0,4.0,1.0,2,7.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,1,0.0,0.0,138.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2006.0,8,4
4,0,66.0,8712.0,0,1,3,1,3,4,1,9,2,2,0,0,4.0,7.0,1900.0,1950.0,1,1,8,8,2,0.0,2,2,4,2,2,2,1,0.0,1,0.0,859.0,859.0,1,3,1,4,859.0,319.0,0.0,1178.0,0.0,0.0,1.0,0.0,2.0,1.0,2,7.0,6,0.0,-1,5,1964.0,2,1.0,384.0,2,2,0,68.0,0.0,98.0,0.0,0.0,0.0,0,0,2,0.0,1.0,2010.0,8,0
1,4,52.0,6240.0,0,2,3,3,3,4,2,9,2,2,0,0,4.0,5.0,1925.0,1950.0,1,1,8,8,2,0.0,2,2,1,2,2,1,4,152.0,1,0.0,628.0,780.0,1,2,1,3,848.0,0.0,360.0,1208.0,0.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,-1,5,1962.0,1,2.0,539.0,2,2,2,0.0,23.0,112.0,0.0,0.0,0.0,0,0,2,0.0,1.0,2009.0,8,4
6,2,54.0,6629.0,0,0,3,3,3,4,2,7,0,2,0,5,6.0,6.0,1925.0,1950.0,2,1,13,14,2,0.0,2,3,0,2,2,1,4,551.0,1,0.0,121.0,672.0,1,2,0,4,697.0,672.0,0.0,1369.0,1.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,5,1930.0,1,1.0,300.0,2,2,2,147.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2009.0,8,4
7,4,92.0,5520.0,0,0,3,3,3,0,2,17,2,2,0,3,6.0,6.0,1912.0,1950.0,1,1,13,14,2,0.0,2,2,1,2,2,1,1,0.0,1,0.0,755.0,755.0,1,4,1,4,929.0,929.0,371.0,2229.0,0.0,0.0,1.0,0.0,5.0,1.0,2,8.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,198.0,30.0,0.0,0.0,0.0,0,3,2,0.0,7.0,2009.0,8,0
4,3,60.0,9738.0,0,0,3,3,3,4,2,7,2,2,0,0,5.0,7.0,1924.0,1950.0,1,1,0,0,2,0.0,2,3,0,2,2,1,4,392.0,1,0.0,392.0,784.0,1,3,1,4,949.0,272.0,0.0,1221.0,1.0,0.0,1.0,0.0,4.0,1.0,2,7.0,6,0.0,-1,1,1965.0,1,1.0,392.0,2,2,2,0.0,0.0,236.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2006.0,8,4
4,3,69.5,12513.0,0,0,2,3,3,2,2,12,1,2,0,0,4.0,4.0,1920.0,2007.0,1,1,12,13,2,0.0,2,3,0,2,1,1,1,0.0,1,0.0,715.0,715.0,1,3,1,4,1281.0,457.0,0.0,1738.0,0.0,0.0,2.0,0.0,4.0,1.0,2,7.0,6,1.0,3,1,1920.0,1,1.0,368.0,2,2,2,55.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
4,3,90.0,5400.0,0,0,3,3,3,0,2,17,0,2,0,0,4.0,6.0,1920.0,1950.0,1,1,4,4,2,0.0,1,2,2,2,2,1,5,315.0,3,105.0,420.0,840.0,1,4,1,4,840.0,534.0,0.0,1374.0,0.0,0.0,1.0,0.0,2.0,1.0,2,6.0,6,0.0,-1,5,1967.0,3,1.0,338.0,2,2,2,0.0,0.0,198.0,0.0,0.0,0.0,0,0,2,0.0,10.0,2009.0,8,4
4,3,60.0,10410.0,0,2,3,3,3,0,2,17,0,2,0,0,3.0,4.0,1915.0,1950.0,1,1,13,14,2,0.0,2,2,2,2,2,1,1,0.0,1,0.0,672.0,672.0,1,2,1,4,694.0,520.0,0.0,1214.0,0.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,5,1998.0,1,3.0,936.0,2,2,2,216.0,0.0,160.0,0.0,0.0,0.0,0,3,2,0.0,1.0,2006.0,8,3
4,3,60.0,9060.0,0,0,3,3,3,4,2,7,2,2,0,0,6.0,5.0,1939.0,1950.0,1,1,14,15,2,0.0,2,2,0,2,2,2,3,204.0,1,0.0,356.0,560.0,1,2,1,4,698.0,560.0,0.0,1258.0,0.0,0.0,1.0,0.0,2.0,1.0,2,6.0,6,0.0,-1,5,1939.0,1,1.0,280.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,10.0,2009.0,8,4
